rule,support
"214821277, 214821285, 214826801",2
"214821277, 214821285, 214826801, 214826803",2
"214821277, 214821285, 214826803",6
"214821277, 214821290",19
"214821277, 214821290, 214821292",6
"214821277, 214821290, 214821292, 214826702",2
"214821277, 214821290, 214826702",2
"214821277, 214821290, 214826835",2
"214821277, 214821290, 214826835, 214826955",2
"214821277, 214821290, 214826900",2
"214821277, 214821290, 214826955",3
"214821277, 214821292",15
"214821277, 214821292, 214826702",3
"214821277, 214821292, 214826955",2
"214821277, 214821315",2
"214821277, 214826606",2
"214821277, 214826608",4
"214821277, 214826608, 214826801",2
"214821277, 214826608, 214826816",2
"214821277, 214826627",2
"214821277, 214826700",2
"214821277, 214826702",8
"214821277, 214826702, 214826801",3
"214821277, 214826799",2
"214821277, 214826801",8
"214821277, 214826801, 214826803",2
"214821277, 214826803",6
"214821277, 214826810",2
"214821277, 214826816",2
"214821277, 214826835",2
"214821277, 214826835, 214826955",2
"214821277, 214826900",2
"214821277, 214826955",4
"214821277, 214839313",2
214821279,17
"214821279, 214821300",2
"214821279, 214826623",2
"214821279, 214826627",2
"214821279, 214826829",2
"214821279, 214826955",2
"214821279, 214829737",2
214821285,42
"214821285, 214821290",10
"214821285, 214821290, 214821292",4
"214821285, 214821290, 214826955",2
"214821285, 214821292",7
"214821285, 214826702",5
"214821285, 214826705",2
"214821285, 214826801",3
"214821285, 214826801, 214826803",2
"214821285, 214826803",15
"214821285, 214826955",2
214821290,42
"214821290, 214821292",11
"214821290, 214821292, 214826702",3
"214821290, 214826606",2
"214821290, 214826606, 214826955",2
"214821290, 214826608",2
"214821290, 214826608, 214826816",2
"214821290, 214826627",2
"214821290, 214826702",4
"214821290, 214826705",3
"214821290, 214826799",3
"214821290, 214826799, 214826900",3
"214821290, 214826801",2
"214821290, 214826816",2
"214821290, 214826835",2
"214821290, 214826835, 214826955",2
"214821290, 214826900",4
"214821290, 214826955",6
214821292,27
"214821292, 214826702",6
"214821292, 214826799",2
"214821292, 214826955",3
214821296,12
214821298,2
214821300,15
"214821300, 214821401",2
"214821300, 214826619",3
"214821300, 214826619, 214826621",2
"214821300, 214826621",2
"214821300, 214826627",3
"214821300, 214826837",3
"214821300, 214826837, 214826908",3
"214821300, 214826876",2
"214821300, 214826876, 214826998",2
"214821300, 214826908",4
"214821300, 214826908, 214827000",2
"214821300, 214826925",2
"214821300, 214826925, 214827005",2
"214821300, 214826925, 214827005, 214827007",2
"214821300, 214826925, 214827005, 214827007, 214828987",2
"214821300, 214826925, 214827005, 214827007, 214828987, 214834865",2
"214821300, 214826925, 214827005, 214827007, 214834865",2
"214821300, 214826925, 214827005, 214828987",2
"214821300, 214826925, 214827005, 214828987, 214834865",2
"214821300, 214826925, 214827005, 214834865",2
"214821300, 214826925, 214827007",2
"214821300, 214826925, 214827007, 214828987",2
"214821300, 214826925, 214827007, 214828987, 214834865",2
"214821300, 214826925, 214827007, 214834865",2
"214821300, 214826925, 214828987",2
"214821300, 214826925, 214828987, 214834865",2
"214821300, 214826925, 214834865",2
"214821300, 214826927",2
"214821300, 214826932",3
"214821300, 214826998",3
"214821300, 214827000",2
"214821300, 214827005",2
"214821300, 214827005, 214827007",2
"214821300, 214827005, 214827007, 214828987",2
"214821300, 214827005, 214827007, 214828987, 214834865",2
"214821300, 214827005, 214827007, 214834865",2
"214821300, 214827005, 214828987",2
"214821300, 214827005, 214828987, 214834865",2
"214821300, 214827005, 214834865",2
"214821300, 214827007",2
"214821300, 214827007, 214828987",2
"214821300, 214827007, 214828987, 214834865",2
"214821300, 214827007, 214834865",2
"214821300, 214828987",4
"214821300, 214828987, 214834865",2
"214821300, 214834865",2
"214821300, 214837442",2
"214821300, 214840483",3
214821302,3
"214821302, 214821305",2
214821305,12
"214821305, 214821307",2
"214821305, 214821309",3
"214821305, 214821315",2
"214821305, 214821341",2
214821307,6
"214821307, 214821339",2
"214821307, 214821339, 214844357",2
"214821307, 214826837",2
"214821307, 214826837, 214844357",2
"214821307, 214844357",3
214821309,8
"214821309, 214821315",2
214821313,2
214821315,5
214821339,3
"214821339, 214844357",2
214821341,4
214821367,3
214821369,4
214821371,5
"214821371, 214829285",2
214821373,4
214821377,3
214821380,4
214821386,2
214821388,4
214821390,12
"214821390, 214832557",2
214821392,4
"214821392, 214840483",2
214821397,3
214821401,4
"214821401, 214826837",2
"214821401, 214826837, 214826908",2
"214821401, 214826908",3
"214821401, 214826908, 214826912",2
"214821401, 214826912",2
214825839,2
214826606,26
"214826606, 214826623",2
"214826606, 214826623, 214826955",2
"214826606, 214826627",6
"214826606, 214826627, 214826801",2
"214826606, 214826627, 214826801, 214826955",2
"214826606, 214826627, 214826955",4
"214826606, 214826702",2
"214826606, 214826715",2
"214826606, 214826801",4
"214826606, 214826801, 214826955",3
"214826606, 214826835",3
"214826606, 214826835, 214826955",2
"214826606, 214826955",11
"214826606, 214826955, 214839313",2
"214826606, 214828987",2
"214826606, 214829282",2
"214826606, 214839313",2
214826608,14
"214826608, 214826702",3
"214826608, 214826702, 214826801",3
"214826608, 214826702, 214826801, 214829285",2
"214826608, 214826702, 214829285",2
"214826608, 214826705",6
"214826608, 214826705, 214826801",2
"214826608, 214826705, 214826810",2
"214826608, 214826705, 214826816",2
"214826608, 214826801",6
"214826608, 214826801, 214829285",2
"214826608, 214826810",3
"214826608, 214826816",4
"214826608, 214829285",2
214826612,10
"214826612, 214826615",4
"214826612, 214826615, 214826617",3
"214826612, 214826615, 214826617, 214826621",3
"214826612, 214826615, 214826621",3
"214826612, 214826617",6
"214826612, 214826617, 214826619",2
"214826612, 214826617, 214826621",3
"214826612, 214826619",4
"214826612, 214826621",4
214826615,14
"214826615, 214826617",6
"214826615, 214826617, 214826619",3
"214826615, 214826617, 214826619, 214826621",3
"214826615, 214826617, 214826619, 214826621, 214826876",2
"214826615, 214826617, 214826619, 214826876",2
"214826615, 214826617, 214826621",5
"214826615, 214826617, 214826621, 214826876",2
"214826615, 214826617, 214826876",2
"214826615, 214826619",6
"214826615, 214826619, 214826621",4
"214826615, 214826619, 214826621, 214826876",2
"214826615, 214826619, 214826876",3
"214826615, 214826621",6
"214826615, 214826621, 214826876",2
"214826615, 214826876",3
214826617,11
"214826617, 214826619",4
"214826617, 214826619, 214826621",3
"214826617, 214826619, 214826621, 214826876",2
"214826617, 214826619, 214826876",2
"214826617, 214826621",6
"214826617, 214826621, 214826876",2
"214826617, 214826876",2
214826619,15
"214826619, 214826621",5
"214826619, 214826621, 214826876",2
"214826619, 214826799",2
"214826619, 214826876",3
214826621,10
"214826621, 214826876",2
214826623,17
"214826623, 214826627",4
"214826623, 214826627, 214826955",3
"214826623, 214826702",2
"214826623, 214826715",4
"214826623, 214826715, 214826835",3
"214826623, 214826715, 214826835, 214826955",2
"214826623, 214826715, 214826955",2
"214826623, 214826799",2
"214826623, 214826801",4
"214826623, 214826835",3
"214826623, 214826835, 214826955",2
"214826623, 214826955",9
214826625,10
"214826625, 214826627",2
"214826625, 214826627, 214826955",2
"214826625, 214826715",2
"214826625, 214826955",5
214826627,42
"214826627, 214826702",2
"214826627, 214826702, 214826801",2
"214826627, 214826715",4
"214826627, 214826715, 214826955",4
"214826627, 214826801",4
"214826627, 214826801, 214826955",3
"214826627, 214826835",8
"214826627, 214826835, 214826889",2
"214826627, 214826835, 214826889, 214826955",2
"214826627, 214826835, 214826955",6
"214826627, 214826889",2
"214826627, 214826889, 214826955",2
"214826627, 214826955",24
"214826627, 214840483",2
214826700,14
"214826700, 214826702",4
"214826700, 214826702, 214826801",4
"214826700, 214826705",2
"214826700, 214826801",8
214826702,27
"214826702, 214826705",4
"214826702, 214826705, 214826801",2
"214826702, 214826705, 214826816",2
"214826702, 214826801",10
"214826702, 214826801, 214829285",2
"214826702, 214826810",2
"214826702, 214826816",2
"214826702, 214826955",3
"214826702, 214829285",4
214826705,28
"214826705, 214826801",4
"214826705, 214826803",2
"214826705, 214826810",2
"214826705, 214826816",5
"214826705, 214826816, 214826955",2
"214826705, 214826955",2
214826715,25
"214826715, 214826835",7
"214826715, 214826835, 214826955",5
"214826715, 214826876",2
"214826715, 214826900",2
"214826715, 214826955",11
"214826715, 214839311",2
214826747,4
214826750,3
214826769,2
214826799,18
"214826799, 214826801",2
"214826799, 214826835",2
"214826799, 214826835, 214826955",2
"214826799, 214826900",6
"214826799, 214826955",6
214826801,39
"214826801, 214826803",3
"214826801, 214826810",3
"214826801, 214826889",2
"214826801, 214826955",5
"214826801, 214829285",3
"214826801, 214837487",2
214826803,31
"214826803, 214841640",5
214826810,23
"214826810, 214841006",2
214826816,12
"214826816, 214826955",2
214826822,2
214826829,11
"214826829, 214826844",2
"214826829, 214826891",3
"214826829, 214826891, 214826955",2
"214826829, 214826893",2
"214826829, 214826955",3
214826833,5
214826835,29
"214826835, 214826844",2
"214826835, 214826889",3
"214826835, 214826889, 214826955",3
"214826835, 214826891",2
"214826835, 214826891, 214826955",2
"214826835, 214826955",16
"214826835, 214840775",2
214826837,13
"214826837, 214826872",3
"214826837, 214826872, 214826908",2
"214826837, 214826876",3
"214826837, 214826876, 214826908",2
"214826837, 214826908",7
"214826837, 214826908, 214826927",2
"214826837, 214826927",2
"214826837, 214844357",2
214826844,8
"214826844, 214826891",2
"214826844, 214826955",2
214826872,5
"214826872, 214826876",3
"214826872, 214826908",2
214826876,11
"214826876, 214826908",2
"214826876, 214826927",2
"214826876, 214826998",2
214826889,5
"214826889, 214826955",3
214826891,12
"214826891, 214826955",5
214826893,7
214826897,11
"214826897, 214829285",2
214826900,12
214826904,4
214826906,4
"214826906, 214826908",2
214826908,16
"214826908, 214826912",2
"214826908, 214826925",2
"214826908, 214826925, 214827000",2
"214826908, 214826925, 214827000, 214827005",2
"214826908, 214826925, 214827000, 214827005, 214827007",2
"214826908, 214826925, 214827000, 214827005, 214827007, 214827026",2
"214826908, 214826925, 214827000, 214827005, 214827026",2
"214826908, 214826925, 214827000, 214827007",2
"214826908, 214826925, 214827000, 214827007, 214827026",2
"214826908, 214826925, 214827000, 214827026",2
"214826908, 214826925, 214827005",2
"214826908, 214826925, 214827005, 214827007",2
"214826908, 214826925, 214827005, 214827007, 214827026",2
"214826908, 214826925, 214827005, 214827026",2
"214826908, 214826925, 214827007",2
"214826908, 214826925, 214827007, 214827026",2
"214826908, 214826925, 214827026",2
"214826908, 214826927",2
"214826908, 214827000",3
"214826908, 214827000, 214827005",2
"214826908, 214827000, 214827005, 214827007",2
"214826908, 214827000, 214827005, 214827007, 214827026",2
"214826908, 214827000, 214827005, 214827026",2
"214826908, 214827000, 214827007",2
"214826908, 214827000, 214827007, 214827026",2
"214826908, 214827000, 214827026",2
"214826908, 214827005",2
"214826908, 214827005, 214827007",2
"214826908, 214827005, 214827007, 214827026",2
"214826908, 214827005, 214827026",2
"214826908, 214827007",2
"214826908, 214827007, 214827026",2
"214826908, 214827026",2
214826912,14
"214826912, 214826925",4
"214826912, 214826925, 214827000",3
"214826912, 214826925, 214827000, 214827005",3
"214826912, 214826925, 214827000, 214827005, 214827007",2
"214826912, 214826925, 214827000, 214827005, 214827007, 214828987",2
"214826912, 214826925, 214827000, 214827005, 214827007, 214828987, 214834865",2
"214826912, 214826925, 214827000, 214827005, 214827007, 214834865",2
"214826912, 214826925, 214827000, 214827005, 214827026",2
"214826912, 214826925, 214827000, 214827005, 214827026, 214828987",2
"214826912, 214826925, 214827000, 214827005, 214828987",3
"214826912, 214826925, 214827000, 214827005, 214828987, 214834865",2
"214826912, 214826925, 214827000, 214827005, 214834865",2
"214826912, 214826925, 214827000, 214827007",2
"214826912, 214826925, 214827000, 214827007, 214828987",2
"214826912, 214826925, 214827000, 214827007, 214828987, 214834865",2
"214826912, 214826925, 214827000, 214827007, 214834865",2
"214826912, 214826925, 214827000, 214827026",2
"214826912, 214826925, 214827000, 214827026, 214828987",2
"214826912, 214826925, 214827000, 214828987",3
"214826912, 214826925, 214827000, 214828987, 214834865",2
"214826912, 214826925, 214827000, 214834865",2
"214826912, 214826925, 214827005",4
"214826912, 214826925, 214827005, 214827007",3
"214826912, 214826925, 214827005, 214827007, 214828987",3
"214826912, 214826925, 214827005, 214827007, 214828987, 214834865",2
"214826912, 214826925, 214827005, 214827007, 214834865",2
"214826912, 214826925, 214827005, 214827026",2
"214826912, 214826925, 214827005, 214827026, 214828987",2
"214826912, 214826925, 214827005, 214828987",4
"214826912, 214826925, 214827005, 214828987, 214834865",2
"214826912, 214826925, 214827005, 214834865",2
"214826912, 214826925, 214827007",3
"214826912, 214826925, 214827007, 214828987",3
"214826912, 214826925, 214827007, 214828987, 214834865",2
"214826912, 214826925, 214827007, 214834865",2
"214826912, 214826925, 214827026",2
"214826912, 214826925, 214827026, 214828987",2
"214826912, 214826925, 214828987",4
"214826912, 214826925, 214828987, 214834865",2
"214826912, 214826925, 214834865",2
"214826912, 214827000",7
"214826912, 214827000, 214827005",6
"214826912, 214827000, 214827005, 214827007",4
"214826912, 214827000, 214827005, 214827007, 214828987",4
"214826912, 214827000, 214827005, 214827007, 214828987, 214834865",4
"214826912, 214827000, 214827005, 214827007, 214834865",4
"214826912, 214827000, 214827005, 214827026",3
"214826912, 214827000, 214827005, 214827026, 214828987",2
"214826912, 214827000, 214827005, 214828987",5
"214826912, 214827000, 214827005, 214828987, 214834865",4
"214826912, 214827000, 214827005, 214834865",4
"214826912, 214827000, 214827007",4
"214826912, 214827000, 214827007, 214828987",4
"214826912, 214827000, 214827007, 214828987, 214834865",4
"214826912, 214827000, 214827007, 214834865",4
"214826912, 214827000, 214827026",3
"214826912, 214827000, 214827026, 214828987",2
"214826912, 214827000, 214828987",6
"214826912, 214827000, 214828987, 214834865",5
"214826912, 214827000, 214834865",5
"214826912, 214827005",7
"214826912, 214827005, 214827007",5
"214826912, 214827005, 214827007, 214828987",5
"214826912, 214827005, 214827007, 214828987, 214834865",4
"214826912, 214827005, 214827007, 214834865",4
"214826912, 214827005, 214827026",3
"214826912, 214827005, 214827026, 214828987",2
"214826912, 214827005, 214828987",6
"214826912, 214827005, 214828987, 214834865",4
"214826912, 214827005, 214834865",4
"214826912, 214827007",5
"214826912, 214827007, 214828987",5
"214826912, 214827007, 214828987, 214834865",4
"214826912, 214827007, 214834865",4
"214826912, 214827026",3
"214826912, 214827026, 214828987",2
"214826912, 214828987",11
"214826912, 214828987, 214834865",5
"214826912, 214828987, 214837442",2
"214826912, 214828987, 214837442, 214837485",2
"214826912, 214828987, 214837485",2
"214826912, 214834865",5
"214826912, 214837442",2
"214826912, 214837442, 214837485",2
"214826912, 214837485",2
214826925,15
"214826925, 214827000",11
"214826925, 214827000, 214827005",9
"214826925, 214827000, 214827005, 214827007",7
"214826925, 214827000, 214827005, 214827007, 214827026",3
"214826925, 214827000, 214827005, 214827007, 214827026, 214834865",2
"214826925, 214827000, 214827005, 214827007, 214828987",2
"214826925, 214827000, 214827005, 214827007, 214828987, 214834865",2
"214826925, 214827000, 214827005, 214827007, 214834865",6
"214826925, 214827000, 214827005, 214827026",4
"214826925, 214827000, 214827005, 214827026, 214828987",2
"214826925, 214827000, 214827005, 214827026, 214834865",2
"214826925, 214827000, 214827005, 214828987",4
"214826925, 214827000, 214827005, 214828987, 214834865",3
"214826925, 214827000, 214827005, 214834865",7
"214826925, 214827000, 214827007",8
"214826925, 214827000, 214827007, 214827026",3
"214826925, 214827000, 214827007, 214827026, 214834865",2
"214826925, 214827000, 214827007, 214828987",2
"214826925, 214827000, 214827007, 214828987, 214834865",2
"214826925, 214827000, 214827007, 214834865",7
"214826925, 214827000, 214827026",4
"214826925, 214827000, 214827026, 214828987",2
"214826925, 214827000, 214827026, 214834865",2
"214826925, 214827000, 214828987",4
"214826925, 214827000, 214828987, 214834865",3
"214826925, 214827000, 214834865",8
"214826925, 214827005",12
"214826925, 214827005, 214827007",10
"214826925, 214827005, 214827007, 214827026",3
"214826925, 214827005, 214827007, 214827026, 214834865",2
"214826925, 214827005, 214827007, 214828987",4
"214826925, 214827005, 214827007, 214828987, 214834865",3
"214826925, 214827005, 214827007, 214834865",8
"214826925, 214827005, 214827026",4
"214826925, 214827005, 214827026, 214828987",2
"214826925, 214827005, 214827026, 214834865",2
"214826925, 214827005, 214828987",6
"214826925, 214827005, 214828987, 214834865",4
"214826925, 214827005, 214828987, 214837442",2
"214826925, 214827005, 214834865",9
"214826925, 214827005, 214837442",2
"214826925, 214827007",11
"214826925, 214827007, 214827026",3
"214826925, 214827007, 214827026, 214834865",2
"214826925, 214827007, 214828987",4
"214826925, 214827007, 214828987, 214834865",3
"214826925, 214827007, 214834865",9
"214826925, 214827026",4
"214826925, 214827026, 214828987",2
"214826925, 214827026, 214834865",2
"214826925, 214828987",6
"214826925, 214828987, 214834865",4
"214826925, 214828987, 214837442",2
"214826925, 214834865",10
"214826925, 214837442",2
214826927,7
214826932,4
214826953,2
214826955,59
"214826955, 214827032",2
"214826955, 214839311",2
"214826955, 214839313",2
"214826955, 214839999",2
214826998,5
214827000,18
"214827000, 214827005",12
"214827000, 214827005, 214827007",9
"214827000, 214827005, 214827007, 214827026",3
"214827000, 214827005, 214827007, 214827026, 214834865",2
"214827000, 214827005, 214827007, 214828987",4
"214827000, 214827005, 214827007, 214828987, 214834865",4
"214827000, 214827005, 214827007, 214834865",8
"214827000, 214827005, 214827026",5
"214827000, 214827005, 214827026, 214828987",2
"214827000, 214827005, 214827026, 214834865",2
"214827000, 214827005, 214828987",6
"214827000, 214827005, 214828987, 214834865",5
"214827000, 214827005, 214834865",9
"214827000, 214827007",10
"214827000, 214827007, 214827026",3
"214827000, 214827007, 214827026, 214834865",2
"214827000, 214827007, 214828987",4
"214827000, 214827007, 214828987, 214834865",4
"214827000, 214827007, 214834865",9
"214827000, 214827026",5
"214827000, 214827026, 214828987",2
"214827000, 214827026, 214834865",2
"214827000, 214828987",7
"214827000, 214828987, 214834865",6
"214827000, 214834865",11
214827005,15
"214827005, 214827007",12
"214827005, 214827007, 214827026",3
"214827005, 214827007, 214827026, 214834865",2
"214827005, 214827007, 214828987",6
"214827005, 214827007, 214828987, 214834865",5
"214827005, 214827007, 214834865",10
"214827005, 214827026",5
"214827005, 214827026, 214828987",2
"214827005, 214827026, 214834865",2
"214827005, 214828987",8
"214827005, 214828987, 214834865",6
"214827005, 214828987, 214837442",2
"214827005, 214834865",11
"214827005, 214837442",2
214827007,13
"214827007, 214827026",3
"214827007, 214827026, 214834865",2
"214827007, 214828987",6
"214827007, 214828987, 214834865",5
"214827007, 214834865",11
214827009,4
214827017,2
214827020,6
"214827020, 214827030",2
214827022,5
214827024,4
214827026,7
"214827026, 214828987",2
"214827026, 214834865",3
214827028,3
214827030,5
214827032,7
214827035,2
214827062,2
214828987,18
"214828987, 214834865",7
"214828987, 214837442",3
"214828987, 214837442, 214837485",2
"214828987, 214837485",2
214829257,4
214829282,12
214829285,19
214829312,9
214829737,6
214829741,2
214832552,3
214832555,2
214832557,26
"214832557, 214832559",10
214832559,23
"214832559, 214833802",2
214832653,20
"214832653, 214832655",7
"214832653, 214832655, 214832657",3
"214832653, 214832657",6
214832655,19
"214832655, 214832657",5
"214832655, 214838370",2
"214832655, 214838372",2
214832657,17
214832728,3
214832730,7
"214832730, 214833802",7
"214832730, 214833802, 214835760",2
"214832730, 214835760",2
214833782,2
214833800,9
"214833800, 214835585",2
"214833800, 214835585, 214840599",2
"214833800, 214840599",2
214833802,11
"214833802, 214835585",2
"214833802, 214835760",2
214834865,17
214834892,2
214835117,4
214835120,13
"214835120, 214835285",2
214835285,3
214835585,3
"214835585, 214840599",2
214835634,2
214835713,2
214835760,2
214835775,2
214835900,4
"214835900, 214838460",2
"214835900, 214838462",2
214836080,2
214836129,3
214836137,2
214836722,2
214836761,3
214836793,2
214836842,2
214836892,2
214836930,2
214836954,2
214837442,6
"214837442, 214837483",3
"214837442, 214837483, 214837485",2
"214837442, 214837483, 214837485, 214837487",2
"214837442, 214837483, 214837487",2
"214837442, 214837485",4
"214837442, 214837485, 214837487",3
"214837442, 214837487",3
214837483,3
"214837483, 214837485",2
"214837483, 214837485, 214837487",2
"214837483, 214837487",2
214837485,8
"214837485, 214837487",5
"214837485, 214837487, 214837490",2
"214837485, 214837487, 214838831",2
"214837485, 214837490",2
"214837485, 214838831",2
214837487,8
"214837487, 214837490",3
"214837487, 214837490, 214838831",2
"214837487, 214838831",3
214837490,3
"214837490, 214838831",2
214838100,2
214838308,2
214838364,3
214838366,2
214838368,4
"214838368, 214838370",2
"214838368, 214838370, 214838375",2
"214838368, 214838375",2
214838370,3
"214838370, 214838375",2
214838372,2
214838375,2
214838460,2
214838462,2
214838503,8
214838750,2
214838831,5
214839311,8
214839313,62
"214839313, 214839995",9
"214839313, 214839995, 214839997",3
"214839313, 214839995, 214839997, 214839999",3
"214839313, 214839995, 214839999",6
"214839313, 214839995, 214839999, 214840001",2
"214839313, 214839995, 214840001",3
"214839313, 214839997",5
"214839313, 214839997, 214839999",4
"214839313, 214839997, 214839999, 214840001",2
"214839313, 214839997, 214840001",2
"214839313, 214839999",9
"214839313, 214839999, 214840001",3
"214839313, 214840001",5
214839371,4
214839373,2
214839643,2
214839718,2
214839752,3
214839791,3
214839995,10
"214839995, 214839997",3
"214839995, 214839997, 214839999",3
"214839995, 214839999",6
"214839995, 214839999, 214840001",2
"214839995, 214840001",3
214839997,7
"214839997, 214839999",5
"214839997, 214839999, 214840001",2
"214839997, 214840001",2
214839999,11
"214839999, 214840001",3
214840001,5
214840320,2
"214840320, 214840792",2
214840419,3
214840483,13
214840597,2
214840599,2
214840760,2
214840762,21
214840766,2
"214840766, 214840775",2
214840775,3
214840792,3
214840800,2
214840824,2
214840877,2
"214840877, 214843978",2
214841006,8
214841060,4
214841640,8
214842450,4
"214842450, 214844019",2
"214842450, 214844040",2
214843061,3
214843374,4
"214843374, 214843447",2
"214843374, 214843447, 214844036",2
"214843374, 214844036",2
214843447,2
"214843447, 214844036",2
214843449,2
214843472,2
"214843472, 214844004",2
214843871,2
214843903,2
214843905,2
214843978,2
214844004,3
"214844004, 214844040",2
214844019,2
214844036,2
214844038,2
214844040,3
214844246,2
214844297,9
214844357,3
